Code,ICD-9 Code,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
6189,61881,Incomptnce pubocerv tiss,Prolapse,,,"Genital, Extra Low"
6190,61882,Incomptnce rectovag tiss,Prolapse,,,"Genital, Extra Low"
6191,61883,Pelvic muscle wasting,Prolapse,,,"Genital, Extra Low"
6192,61884,Cervical stump prolapse,Prolapse,,,"Genital, Extra Low"
6193,61889,Genital prolapse NEC,Prolapse,,,"Genital, Extra Low"
6194,6189,Genital prolapse NOS,Prolapse,,,"Genital, Extra Low"
6195,6190,"Urin-genital fistul, fem",Ot femal gen,,,"Genital, Extra Low"
6196,6191,"Digest-genit fistul, fem",Ot femal gen,,,"Genital, Extra Low"
6197,6192,"Genital-skin fistul, fem",Ot femal gen,,,"Genital, Extra Low"
6198,6198,Fem genital fistula NEC,Ot femal gen,,,"Genital, Extra Low"
6199,6199,Fem genital fistula NOS,Ot femal gen,,,"Genital, Extra Low"
6200,6200,Follicular cyst of ovary,Ovarian cyst,,,"Genital, Extra Low"
6201,6201,Corpus luteum cyst,Ovarian cyst,,,"Genital, Extra Low"
6202,6202,Ovarian cyst NEC/NOS,Ovarian cyst,,,"Genital, Extra Low"
6203,6203,Acq atrophy ovary & tube,Ot femal gen,,,"Genital, Extra Low"
6204,6204,Prolapse of ovary & tube,Ot femal gen,,,"Genital, Extra Low"
6205,6205,Torsion of ovary or tube,Ot femal gen,,,"Genital, Extra Low"
6206,6206,Broad ligament lacer syn,Ot femal gen,,,"Genital, Extra Low"
6207,6207,Broad ligament hematoma,Ot femal gen,,,"Genital, Extra Low"
6208,6208,Noninfl dis ova/adnx NEC,Ot femal gen,,,"Genital, Extra Low"
6209,6209,Noninfl dis ova/adnx NOS,Ot femal gen,,,"Genital, Extra Low"
6210,6210,Polyp of corpus uteri,Ot femal gen,,,"Genital, Extra Low"
6211,6211,Chr uterine subinvolutn,Ot femal gen,,,"Genital, Extra Low"
6212,6212,Hypertrophy of uterus,Ot femal gen,,,"Genital, Extra Low"
6213,62130,Endometrial hyperpla NOS,Ot femal gen,,,"Genital, Extra Low"
6214,62131,Simp endo hyper w/o atyp,Ot femal gen,,,"Genital, Extra Low"
6215,62132,Comp endo hyper w/o atyp,Ot femal gen,,,"Genital, Extra Low"
6216,62133,Endomet hyperpla w atyp,Ot femal gen,,,"Genital, Extra Low"
6217,62134,Ben endomet hyperplasia,Ot femal gen,,,"Genital, Extra Low"
6218,62135,Endomet intraepithl neop,Ot femal gen,,,"Genital, Extra Low"
6219,6214,Hematometra,Ot femal gen,,,"Genital, Extra Low"
6220,6215,Intrauterine synechiae,Ot femal gen,,,"Genital, Extra Low"
6221,6216,Malposition of uterus,Ot femal gen,,,"Genital, Extra Low"
6222,6217,Chr inversion of uterus,Ot femal gen,,,"Genital, Extra Low"
6223,6218,Disorders of uterus NEC,Ot femal gen,,,"Genital, Extra Low"
6224,6219,Disorder of uterus NOS,Ot femal gen,,,"Genital, Extra Low"
6225,6220,Erosion/ectropion cervix,Ot femal gen,,,"Genital, Super Low"
6226,62210,Dysplasia of cervix NOS,Ot femal gen,,,"Genital, Super Low"
6227,62211,Mild dysplasia of cervix,Ot femal gen,,,"Genital, Super Low"
6228,62212,Mod dysplasia of cervix,Ot femal gen,,,"Genital, Super Low"
6229,6222,Leukoplakia of cervix,Ot femal gen,,,"Genital, Super Low"
6230,6223,Old laceration of cervix,Ot femal gen,,,"Genital, Super Low"
6231,6224,Stricture of cervix,Ot femal gen,,,"Genital, Super Low"
6232,6225,Incompetence of cervix,Ot femal gen,,,"Genital, Super Low"
6233,6226,Hypertrophic elong cervx,Ot femal gen,,,"Genital, Super Low"
6234,6227,Mucous polyp of cervix,Ot femal gen,,,"Genital, Super Low"
6235,6228,Noninflam dis cervix NEC,Ot femal gen,,,"Genital, Super Low"
6236,6229,Noninflam dis cervix NOS,Ot femal gen,,,"Genital, Super Low"
6237,6230,Dysplasia of vagina,Ot femal gen,,,"Genital, Super Low"
6238,6231,Leukoplakia of vagina,Ot femal gen,,,"Genital, Super Low"
6239,6232,Stricture of vagina,Ot femal gen,,,"Genital, Super Low"
6240,6233,Tight hymenal ring,Ot femal gen,,,"Genital, Super Low"
6241,6234,Old vaginal laceration,Ot femal gen,,,"Genital, Super Low"
6242,6235,Noninfect vag leukorrhea,Ot femal gen,,,"Genital, Super Low"
6243,6236,Vaginal hematoma,Ot femal gen,,,"Genital, Super Low"
6244,6237,Polyp of vagina,Ot femal gen,,,"Genital, Super Low"
6245,6238,Noninflam dis vagina NEC,Ot femal gen,,,"Genital, Super Low"
6246,6239,Noninflam dis vagina NOS,Ot femal gen,,,"Genital, Super Low"
6247,62401,Vulvar intraeph neopl I,Ot femal gen,,,"Genital, Super Low"
6248,62402,Vulvr intraepth neopl II,Ot femal gen,,,"Genital, Super Low"
6249,62409,Dystrophy of vulva NEC,Ot femal gen,,,"Genital, Super Low"
6250,6241,Atrophy of vulva,Ot femal gen,,,"Genital, Super Low"
6251,6242,Hypertrophy of clitoris,Ot femal gen,,,"Genital, Super Low"
6252,6243,Hypertrophy of labia,Ot femal gen,,,"Genital, Super Low"
6253,6244,Old laceration of vulva,Ot femal gen,,,"Genital, Super Low"
6254,6245,Hematoma of vulva,Ot femal gen,,,"Genital, Super Low"
6255,6246,Polyp of labia and vulva,Ot femal gen,,,"Genital, Super Low"
6256,6248,Noninflam dis vulva NEC,Ot femal gen,,,"Genital, Super Low"
6257,6249,Noninflam dis vulva NOS,Ot femal gen,,,"Genital, Super Low"
6258,6250,Dyspareunia,Ot femal gen,,,"Genital, Super Low"
6259,6251,Vaginismus,Ot femal gen,,,"Genital, Super Low"
6260,6252,Mittelschmerz,Ot femal gen,,,"Genital, Super Low"
6261,6253,Dysmenorrhea,Menstrual dx,,,"Genital, Super Low"
6262,6254,Premenstrual tension,Ot femal gen,,,"Genital, Super Low"
6263,6255,Pelvic congestion synd,Ot femal gen,,,"Genital, Super Low"
6264,6256,Fem stress incontinence,Ot femal gen,,,"Genital, Super Low"
6265,62570,Vulvodynia NOS,Ot femal gen,,,"Genital, Super Low"
6266,62571,Vulvar vestibulitis,PID,,,"Genital, Super Low"
6267,62579,Other vulvodynia,Ot femal gen,,,"Genital, Super Low"
6268,6258,Fem genital symptoms NEC,Ot femal gen,,,"Genital, Super Low"
6269,6259,Fem genital symptoms NOS,Ot femal gen,,,"Genital, Super Low"
6270,6260,Absence of menstruation,Menstrual dx,,,"Genital, Super Low"
6271,6261,Scanty menstruation,Menstrual dx,,,"Genital, Super Low"
6272,6262,Excessive menstruation,Menstrual dx,,,"Genital, Super Low"
6273,6263,Pubertal menorrhagia,Menstrual dx,,,"Genital, Super Low"
6274,6264,Irregular menstruation,Menstrual dx,,,"Genital, Super Low"
6275,6265,Ovulation bleeding,Menstrual dx,,,"Genital, Super Low"
6276,6266,Metrorrhagia,Menstrual dx,,,"Genital, Super Low"
6277,6267,Postcoital bleeding,Ot femal gen,,,"Genital, Super Low"
6278,6268,Menstrual disorder NEC,Menstrual dx,,,"Genital, Super Low"
6279,6269,Menstrual disorder NOS,Menstrual dx,,,"Genital, Super Low"
6280,6270,Premenopause menorrhagia,Menopausl dx,,,"Genital, Super Low"
6281,6271,Postmenopausal bleeding,Menopausl dx,,,"Genital, Super Low"
6282,6272,Sympt fem climact state,Menopausl dx,,,"Genital, Super Low"
6283,6273,Atrophic vaginitis,Menopausl dx,,,"Genital, Super Low"
6284,6274,Sympt state w artif meno,Menopausl dx,,,"Genital, Super Low"
6285,6278,Menopausal disorder NEC,Menopausl dx,,,"Genital, Super Low"
6286,6279,Menopausal disorder NOS,Menopausl dx,,,"Genital, Super Low"
6287,6280,Infertility-anovulation,Fem infertil,,,"Genital, Extra Low"
6288,6281,Infertil-pituitary orig,Fem infertil,,,"Genital, Extra Low"
6289,6282,Infertility-tubal origin,Fem infertil,,,"Genital, Extra Low"
6290,6283,Infertility-uterine orig,Fem infertil,,,"Genital, Extra Low"
6291,6284,Infertil-cervical orig,Fem infertil,,,"Genital, Extra Low"
6292,6288,Female infertility NEC,Fem infertil,,,"Genital, Extra Low"
6293,6289,Female infertility NOS,Fem infertil,,,"Genital, Extra Low"
6294,6290,"Hematocele, female NEC",Ot femal gen,,,"Genital, Super Low"
6295,6291,Hydrocele canal nuck-fem,Ot femal gen,,,"Genital, Super Low"
6296,62920,Genital mutilation NOS,Ot femal gen,,,"Genital, Super Low"
6297,62921,Genital mutilatn type I,Ot femal gen,,,"Genital, Super Low"
6298,62922,Genital mutilatn type II,Ot femal gen,,,"Genital, Super Low"
6299,62923,Genital muilatn type III,Ot femal gen,,,"Genital, Super Low"
6300,62929,Fem genital mutilate NEC,Ot femal gen,,,"Genital, Super Low"
6301,62931,Eros imp vag mesh in tis,Complic devi,HCC164 Major Complications of Medical Care and Trauma,,"Genital, Super Low"
6302,62932,Exp imp vag mesh-vagina,Complic devi,,,"Genital, Super Low"
6303,62981,Rec preg loss wo cur prg,Ot femal gen,,,"Genital, Super Low"
6304,62989,Female genital disor NEC,Ot femal gen,,,"Genital, Super Low"
6305,6299,Female genital dis NOS,Ot femal gen,,,"Genital, Super Low"
6306,630,Hydatidiform mole,Ot preg comp,,,"Infectious Disease, Super Low"
6307,6310,Inapp chg hCG early preg,Ot preg comp,,,"Pregnancy, complete"
6308,6318,Oth abn prod conception,Ot preg comp,,,"Pregnancy, complete"
6309,632,Missed abortion,Ot preg comp,,,"Infectious Disease, Super Low"
6310,63300,Abd preg w/o intrau preg,Ectopic preg,,,"Pregnancy, complete"
6311,63301,Abd preg w intraut preg,Ectopic preg,,,"Pregnancy, complete"
6312,63310,Tubal preg w/o intra prg,Ectopic preg,,,"Pregnancy, complete"
6313,63311,Tubal preg w intra preg,Ectopic preg,,,"Pregnancy, complete"
6314,63320,Ovarn preg w/o intra prg,Ectopic preg,,,"Pregnancy, complete"
6315,63321,Ovarian preg w intra prg,Ectopic preg,,,"Pregnancy, complete"
6316,63380,Ect preg NEC w/o int prg,Ectopic preg,,,"Pregnancy, complete"
6317,63381,Ectpc prg NEC w int preg,Ectopic preg,,,"Pregnancy, complete"
6318,63390,Ect preg NOS w/o int prg,Ectopic preg,,,"Pregnancy, complete"
6319,63391,Ectp preg NOS w int preg,Ectopic preg,,,"Pregnancy, complete"
6320,63400,Spon abor w pel inf-unsp,Spont abortn,,,"Pregnancy, complete"
6321,63401,Spon abor w pelv inf-inc,Spont abortn,,,"Pregnancy, complete"
6322,63402,Spon abor w pel inf-comp,Spont abortn,,,"Pregnancy, complete"
6323,63410,Spon abort w hemorr-unsp,Spont abortn,,,"Pregnancy, complete"
6324,63411,Spon abort w hemorr-inc,Spont abortn,,,"Pregnancy, complete"
6325,63412,Spon abort w hemorr-comp,Spont abortn,,,"Pregnancy, complete"
6326,63420,Spon ab w pel damag-unsp,Spont abortn,,,"Pregnancy, complete"
6327,63421,Spon ab w pelv damag-inc,Spont abortn,,,"Pregnancy, complete"
6328,63422,Spon ab w pel damag-comp,Spont abortn,,,"Pregnancy, complete"
6329,63430,Spon ab w ren fail-unsp,Spont abortn,,,"Pregnancy, complete"
6330,63431,Spon ab w ren fail-inc,Spont abortn,,,"Pregnancy, complete"
6331,63432,Spon ab w ren fail-comp,Spont abortn,,,"Pregnancy, complete"
6332,63440,Spon ab w metab dis-unsp,Spont abortn,,,"Pregnancy, complete"
6333,63441,Spon ab w metab dis-inc,Spont abortn,,,"Pregnancy, complete"
6334,63442,Spon ab w metab dis-comp,Spont abortn,,,"Pregnancy, complete"
6335,63450,Spon abort w shock-unsp,Spont abortn,,,"Pregnancy, complete"
6336,63451,Spon abort w shock-inc,Spont abortn,,,"Pregnancy, complete"
6337,63452,Spon abort w shock-comp,Spont abortn,,,"Pregnancy, complete"
6338,63460,Spon abort w embol-unsp,Spont abortn,,,"Pregnancy, complete"
6339,63461,Spon abort w embol-inc,Spont abortn,,,"Pregnancy, complete"
6340,63462,Spon abort w embol-comp,Spont abortn,,,"Pregnancy, complete"
6341,63470,Spon ab w compl NEC-unsp,Spont abortn,,,"Pregnancy, complete"
6342,63471,Spon ab w compl NEC-inc,Spont abortn,,,"Pregnancy, complete"
6343,63472,Spon ab w compl NEC-comp,Spont abortn,,,"Pregnancy, complete"
6344,63480,Spon ab w compl NOS-unsp,Spont abortn,,,"Pregnancy, complete"
6345,63481,Spon ab w compl NOS-inc,Spont abortn,,,"Pregnancy, complete"
6346,63482,Spon ab w compl NOS-comp,Spont abortn,,,"Pregnancy, complete"
6347,63490,Spon abort uncompl-unsp,Spont abortn,,,"Pregnancy, complete"
6348,63491,Spon abort uncompl-inc,Spont abortn,,,"Pregnancy, complete"
6349,63492,Spon abort uncompl-comp,Spont abortn,,,"Pregnancy, complete"
6350,63500,Leg abor w pelv inf-unsp,Induc abortn,,,"Pregnancy, complete"
6351,63501,Leg abor w pelv inf-inc,Induc abortn,,,"Pregnancy, complete"
6352,63502,Leg abor w pelv inf-comp,Induc abortn,,,"Pregnancy, complete"
6353,63510,Legal abor w hemorr-unsp,Induc abortn,,,"Pregnancy, complete"
6354,63511,Legal abort w hemorr-inc,Induc abortn,,,"Pregnancy, complete"
6355,63512,Legal abor w hemorr-comp,Induc abortn,,,"Pregnancy, complete"
6356,63520,Leg ab w pelv damag-unsp,Induc abortn,,,"Pregnancy, complete"
6357,63521,Leg ab w pelv damag-inc,Induc abortn,,,"Pregnancy, complete"
6358,63522,Leg ab w pelv damag-comp,Induc abortn,,,"Pregnancy, complete"
6359,63530,Leg abor w ren fail-unsp,Induc abortn,,,"Pregnancy, complete"
6360,63531,Leg abor w ren fail-inc,Induc abortn,,,"Pregnancy, complete"
6361,63532,Leg abor w ren fail-comp,Induc abortn,,,"Pregnancy, complete"
6362,63540,Leg ab w metab dis-unsp,Induc abortn,,,"Pregnancy, complete"
6363,63541,Leg ab w metab dis-inc,Induc abortn,,,"Pregnancy, complete"
6364,63542,Leg ab w metab dis-comp,Induc abortn,,,"Pregnancy, complete"
6365,63550,Legal abort w shock-unsp,Induc abortn,,,"Pregnancy, complete"
6366,63551,Legal abort w shock-inc,Induc abortn,,,"Pregnancy, complete"
6367,63552,Legal abort w shock-comp,Induc abortn,,,"Pregnancy, complete"
6368,63560,Legal abort w embol-unsp,Induc abortn,,,"Pregnancy, complete"
6369,63561,Legal abort w embol-inc,Induc abortn,,,"Pregnancy, complete"
6370,63562,Legal abort w embol-comp,Induc abortn,,,"Pregnancy, complete"
6371,63570,Leg ab w compl NEC-unsp,Induc abortn,,,"Pregnancy, complete"
6372,63571,Leg ab w compl NEC-inc,Induc abortn,,,"Pregnancy, complete"
6373,63572,Leg ab w compl NEC-comp,Induc abortn,,,"Pregnancy, complete"
6374,63580,Leg ab w compl NOS-unsp,Induc abortn,,,"Pregnancy, complete"
6375,63581,Leg ab w compl NOS-inc,Induc abortn,,,"Pregnancy, complete"
6376,63582,Leg ab w compl NOS-comp,Induc abortn,,,"Pregnancy, complete"
6377,63590,Legal abort uncompl-unsp,Induc abortn,,,"Pregnancy, complete"
6378,63591,Legal abort uncompl-inc,Induc abortn,,,"Pregnancy, complete"
6379,63592,Legal abort uncompl-comp,Induc abortn,,,"Pregnancy, complete"
6380,63600,Illeg ab w pelv inf-unsp,Induc abortn,,,"Pregnancy, complete"
6381,63601,Illeg ab w pelv inf-inc,Induc abortn,,,"Pregnancy, complete"
6382,63602,Illeg ab w pelv inf-comp,Induc abortn,,,"Pregnancy, complete"
6383,63610,Illeg ab w hemorr-unspec,Induc abortn,,,"Pregnancy, complete"
6384,63611,Illeg ab w hemorr-inc,Induc abortn,,,"Pregnancy, complete"
6385,63612,Illeg ab w hemorr-comp,Induc abortn,,,"Pregnancy, complete"
6386,63620,Illeg ab w pel damg-unsp,Induc abortn,,,"Pregnancy, complete"
6387,63621,Illeg ab w pel damag-inc,Induc abortn,,,"Pregnancy, complete"
6388,63622,Illeg ab w pel damg-comp,Induc abortn,,,"Pregnancy, complete"
6389,63630,Illeg ab w ren fail-unsp,Induc abortn,,,"Pregnancy, complete"
6390,63631,Illeg ab w ren fail-inc,Induc abortn,,,"Pregnancy, complete"
6391,63632,Illeg ab w ren fail-comp,Induc abortn,,,"Pregnancy, complete"
6392,63640,Illeg ab w met dis-unsp,Induc abortn,,,"Pregnancy, complete"
6393,63641,Illeg ab w metab dis-inc,Induc abortn,,,"Pregnancy, complete"
6394,63642,Illeg ab w met dis-comp,Induc abortn,,,"Pregnancy, complete"
6395,63650,Illeg abort w shock-unsp,Induc abortn,,,"Pregnancy, complete"
6396,63651,Illeg abort w shock-inc,Induc abortn,,,"Pregnancy, complete"
6397,63652,Illeg abort w shock-comp,Induc abortn,,,"Pregnancy, complete"
6398,63660,Illeg ab w embolism-unsp,Induc abortn,,,"Pregnancy, complete"
6399,63661,Illeg ab w embolism-inc,Induc abortn,,,"Pregnancy, complete"
6400,63662,Illeg ab w embolism-comp,Induc abortn,,,"Pregnancy, complete"
6401,63670,Illg ab w compl NEC-unsp,Induc abortn,,,"Pregnancy, complete"
6402,63671,Illeg ab w compl NEC-inc,Induc abortn,,,"Pregnancy, complete"
6403,63672,Illg ab w compl NEC-comp,Induc abortn,,,"Pregnancy, complete"
6404,63680,Illg ab w compl NOS-unsp,Induc abortn,,,"Pregnancy, complete"
6405,63681,Illeg ab w compl NOS-inc,Induc abortn,,,"Pregnancy, complete"
6406,63682,Illg ab w compl NOS-comp,Induc abortn,,,"Pregnancy, complete"
6407,63690,Illeg abort uncompl-unsp,Induc abortn,,,"Pregnancy, complete"
6408,63691,Illeg abort uncompl-inc,Induc abortn,,,"Pregnancy, complete"
6409,63692,Illeg abort uncompl-comp,Induc abortn,,,"Pregnancy, complete"
6410,63700,Abort NOS w pel inf-unsp,Induc abortn,,,"Pregnancy, complete"
6411,63701,Abort NOS w pel inf-inc,Induc abortn,,,"Pregnancy, complete"
6412,63702,Abort NOS w pel inf-comp,Induc abortn,,,"Pregnancy, complete"
6413,63710,Abort NOS w hemorr-unsp,Induc abortn,,,"Pregnancy, complete"
6414,63711,Abort NOS w hemorr-inc,Induc abortn,,,"Pregnancy, complete"
6415,63712,Abort NOS w hemorr-comp,Induc abortn,,,"Pregnancy, complete"
6416,63720,Ab NOS w pelv damag-unsp,Induc abortn,,,"Pregnancy, complete"
6417,63721,Ab NOS w pelv damag-inc,Induc abortn,,,"Pregnancy, complete"
6418,63722,Ab NOS w pelv damag-comp,Induc abortn,,,"Pregnancy, complete"
6419,63730,Ab NOS w renal fail-unsp,Induc abortn,,,"Pregnancy, complete"
6420,63731,Ab NOS w renal fail-inc,Induc abortn,,,"Pregnancy, complete"
6421,63732,Ab NOS w renal fail-comp,Induc abortn,,,"Pregnancy, complete"
6422,63740,Ab NOS w metab dis-unsp,Induc abortn,,,"Pregnancy, complete"
6423,63741,Ab NOS w metab dis-inc,Induc abortn,,,"Pregnancy, complete"
6424,63742,Ab NOS w metab dis-comp,Induc abortn,,,"Pregnancy, complete"
6425,63750,Abort NOS w shock-unsp,Induc abortn,,,"Pregnancy, complete"
6426,63751,Abort NOS w shock-inc,Induc abortn,,,"Pregnancy, complete"
6427,63752,Abort NOS w shock-comp,Induc abortn,,,"Pregnancy, complete"
6428,63760,Ab NOS w embolism-unsp,Induc abortn,,,"Pregnancy, complete"
6429,63761,Ab NOS w embolism-inc,Induc abortn,,,"Pregnancy, complete"
6430,63762,Ab NOS w embolism-comp,Induc abortn,,,"Pregnancy, complete"
6431,63770,Ab NOS w compl NEC-unsp,Induc abortn,,,"Pregnancy, complete"
6432,63771,Ab NOS w compl NEC-inc,Induc abortn,,,"Pregnancy, complete"
6433,63772,Ab NOS w compl NEC-comp,Induc abortn,,,"Pregnancy, complete"
6434,63780,Ab NOS w compl NOS-unsp,Induc abortn,,,"Pregnancy, complete"
6435,63781,Ab NOS w compl NOS-inc,Induc abortn,,,"Pregnancy, complete"
6436,63782,Ab NOS w compl NOS-comp,Induc abortn,,,"Pregnancy, complete"
6437,63790,Ab NOS uncomplicat-unsp,Induc abortn,,,"Pregnancy, complete"
6438,63791,Ab NOS uncomplicat-inc,Induc abortn,,,"Pregnancy, complete"
6439,63792,Ab NOS uncomplicat-comp,Induc abortn,,,"Pregnancy, complete"
6440,6380,Attem abort w pelvic inf,Induc abortn,,,"Pregnancy, complete"
6441,6381,Attem abort w hemorrhage,Induc abortn,,,"Pregnancy, complete"
6442,6382,Attem abort w pelv damag,Induc abortn,,,"Pregnancy, complete"
6443,6383,Attem abort w renal fail,Induc abortn,,,"Pregnancy, complete"
6444,6384,Attem abor w metabol dis,Induc abortn,,,"Pregnancy, complete"
6445,6385,Attem abortion w shock,Induc abortn,,,"Pregnancy, complete"
6446,6386,Attemp abort w embolism,Induc abortn,,,"Pregnancy, complete"
6447,6387,Attemp abort w compl NEC,Induc abortn,,,"Pregnancy, complete"
6448,6388,Attemp abort w compl NOS,Induc abortn,,,"Pregnancy, complete"
6449,6389,Attempted abort uncompl,Induc abortn,,,"Pregnancy, complete"
6450,6390,Postabortion gu infect,Abort compl,,,"Pregnancy, complete"
6451,6391,Postabortion hemorrhage,Abort compl,,,"Pregnancy, complete"
6452,6392,Postabort pelvic damage,Abort compl,,,"Pregnancy, complete"
6453,6393,Postabort kidney failure,Abort compl,,,"Pregnancy, complete"
6454,6394,Postabort metabolic dis,Abort compl,,,"Pregnancy, complete"
6455,6395,Postabortion shock,Abort compl,,,"Pregnancy, complete"
6456,6396,Postabortion embolism,Abort compl,,,"Pregnancy, complete"
6457,6398,Postabortion compl NEC,Abort compl,,,"Pregnancy, complete"
6458,6399,Postabortion compl NOS,Abort compl,,,"Pregnancy, complete"
6459,64000,Threatened abort-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6460,64001,Threatened abort-deliver,Hemorr preg,,,"Pregnancy, complete"
6461,64003,Threaten abort-antepart,Hemorr preg,,,"Pregnancy, incomplete"
6462,64080,Hem early preg NEC-unsp,Hemorr preg,,,"Pregnancy, incomplete"
6463,64081,Hem early preg NEC-deliv,Hemorr preg,,,"Pregnancy, complete"
6464,64083,Hem early pg NEC-antepar,Hemorr preg,,,"Pregnancy, incomplete"
6465,64090,Hemorr early preg-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6466,64091,Hem early preg-delivered,Hemorr preg,,,"Pregnancy, complete"
6467,64093,Hem early preg-antepart,Hemorr preg,,,"Pregnancy, incomplete"
6468,64100,Placenta previa-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6469,64101,Placenta previa-deliver,Hemorr preg,,,"Pregnancy, complete"
6470,64103,Placenta previa-antepart,Hemorr preg,,,"Pregnancy, incomplete"
6471,64110,Placenta prev hem-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6472,64111,Placenta prev hem-deliv,Hemorr preg,,,"Pregnancy, complete"
6473,64113,Placen prev hem-antepart,Hemorr preg,,,"Pregnancy, incomplete"
6474,64120,Prem separ placen-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6475,64121,Prem separ placen-deliv,Hemorr preg,,,"Pregnancy, complete"
6476,64123,Prem separ plac-antepart,Hemorr preg,,,"Pregnancy, incomplete"
6477,64130,Coag def hemorr-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6478,64131,Coag def hemorr-deliver,Hemorr preg,,,"Pregnancy, complete"
6479,64133,Coag def hemorr-antepart,Hemorr preg,,,"Pregnancy, incomplete"
6480,64180,Antepart hem NEC-unspec,Hemorr preg,,,"Pregnancy, incomplete"
6481,64181,Antepartum hem NEC-deliv,Hemorr preg,,,"Pregnancy, complete"
6482,64183,Antepart hem NEC-antepar,Hemorr preg,,,"Pregnancy, incomplete"
